,text,label
452,"Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",4
453,Director David Jacobson gives Dahmer a consideration that the murderer never game his victims .,2
454,The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .,4
455,A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .,0
456,The performances are remarkable .,4
457,"It 's Burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown .",3
458,"As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .",3
459,"You 'll forget about it by Monday , though , and if they 're old enough to have developed some taste , so will your kids .",0
460,"While I ca n't say it 's on par with the first one , Stuart Little 2 is a light , fun cheese puff of a movie .",3
461,"Strange , funny , twisted , brilliant and macabre .",4
462,A genuinely moving and wisely unsentimental drama .,4
463,Heaven is a haunting dramatization of a couple 's moral ascension .,2
464,The Mothman Prophecies is best when illustrating the demons bedevilling the modern masculine journey .,3
465,Plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .,3
466,"An entertaining British hybrid of comedy , caper thrills and quirky romance .",4
467,"Alain Choquart 's camera barely stops moving , portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating .",2
468,Mostly Martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it 's a pleasurable trifle .,2
469,The only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub .,1
470,"Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .",4
471,The mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .,4
472,"The film is visually dazzling , the depicted events dramatic , funny and poignant .",4
473,"A directorial tour de force by Bernard Rose , ivans xtc .",3
474,is one of this year 's very best pictures .,4
475,What makes the movie work -- to an admittedly limited extent -- is the commitment of two genuinely engaging performers .,2
476,"Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",4
477,Even the digressions are funny .,3
478,Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned .,3
479,And they succeed merrily at their noble endeavor .,3
480,Melodrama with a message .,2
481,A perfectly pleasant if slightly pokey comedy .,3
482,"Coppola 's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .",3
483,"At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .",3
484,Wang Xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .,3
485,"It 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as The Grey Zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started .",3
486,"Bogdanovich taps deep into the Hearst mystique , entertainingly reenacting a historic scandal .",4
487,"A moving tale of love and destruction in unexpected places , unexamined lives .",3
488,Clooney directs this film always keeping the balance between the fantastic and the believable ...,3
489,"Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",3
490,... a lesson in prehistoric hilarity .,2
491,"A fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .",4
492,Lawrence plumbs personal tragedy and also the human comedy .,3
493,"Though a capable thriller , somewhere along the way K-19 jettisoned some crucial drama .",1
494,Just about the surest bet for an all-around good time at the movies this summer .,4
495,"It would be disingenuous to call Reno a great film , but you can say that about most of the flicks moving in and out of the multiplex .",2
496,"This is a movie that is what it is : a pleasant distraction , a Friday night diversion , an excuse to eat popcorn .",3
497,"There is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling .",3
498,"The Four Feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes .",3
499,"A delicious , quirky movie with a terrific screenplay and fanciful direction by Michael Gondry .",4
500,This story still seems timely and important .,3
501,"And there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .",3
502,"The bodily function jokes are about what you 'd expect , but there are rich veins of funny stuff in this movie .",3
503,"The performances are amiable and committed , and the comedy more often than not hits the bullseye .",3
504,"This time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part .",3
505,There 's plenty to enjoy -- in no small part thanks to Lau .,3
506,"With a romantic comedy plotline straight from the ages , this Cinderella story does n't have a single surprise up its sleeve .",1
507,But it does somehow manage to get you under its spell .,3
508,"Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .",4
509,"`` Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .",3
510,"By no means a great movie , but it is a refreshingly forthright one .",3
511,The casting of Raymond J. Barry as the ` assassin ' greatly enhances the quality of Neil Burger 's impressive fake documentary .,3
512,"Despite Besson 's high-profile name being Wasabi 's big selling point , there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .",3
513,"This documentary is a dazzling , remarkably unpretentious reminder of what ( Evans ) had , lost , and got back .",4
514,"A thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions .",4
515,"As satisfyingly odd and intriguing a tale as it was a century and a half ago ... has a delightfully dour , deadpan tone and stylistic consistency .",4
516,"Methodical , measured , and gently tedious in its comedy , Secret Ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain .",4
517,"A witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking .",2
518,For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .,3
519,"By the standards of knucklehead swill , The Hot Chick is pretty damned funny .",4
520,One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead .,3
521,( Reaches ) wholly believable and heart-wrenching depths of despair .,3
522,An absorbing and unsettling psychological drama .,3
523,"This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep .",4
524,"Though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .",1
525,The entire cast is extraordinarily good .,4
526,"Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .",4
527,"Young Hanks and Fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .",4
528,"A captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller .",3
529,The film sparkles with the the wisdom and humor of its subjects .,4
530,"If ( Jaglom 's ) latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .",3
531,"Like The English Patient and The Unbearable Lightness of Being , The Hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .",3
532,"Just about the best straight-up , old-school horror film of the last 15 years .",4
533,A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 .,3
534,"An oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion .",3
535,"While the film is not entirely successful , it still manages to string together enough charming moments to work .",3
536,A winning piece of work filled with love for the movies of the 1960s .,3
537,"E.T. works because its flabbergasting principals , 14-year-old Robert MacNaughton , 6-year-old Drew Barrymore and 10-year-old Henry Thomas , convince us of the existence of the wise , wizened visitor from a faraway planet .",4
538,Helps to remind the First World that HIV\/AIDS is far from being yesterday 's news .,2
539,A heartening tale of small victories and enduring hope .,3
540,The vistas are sweeping and the acting is far from painful .,2
541,Jackson and co have brought back the value and respect for the term epic cinema .,3
542,"It may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality",3
543,Charlotte Sometimes is a brilliant movie .,4
544,"It is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity .",3
545,"A delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow .",3
546,"Defies logic , the laws of physics and almost anyone 's willingness to believe in it .",2
547,But darned if it does n't also keep us riveted to our seats .,4
548,A complex psychological drama about a father who returns to his son 's home after decades away .,3
549,Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .,4
550,This is NOT a retread of `` Dead Poets ' Society . '',2
551,Sweet and memorable film .,4
552,"A smart , arch and rather cold-blooded comedy .",3
553,"Keenly observed and refreshingly natural , Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .",3
554,... begins on a high note and sustains it beautifully .,3
555,Davis ... gets vivid performances from her cast and pulls off some deft Ally McBeal-style fantasy sequences .,4
556,"` it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists .",3
557,Cynics need not apply . ',2
558,"Funny , somber , absurd , and , finally , achingly sad , Bartleby is a fine , understated piece of filmmaking .",4
559,`` Red Dragon '' is entertaining .,4
560,"An obvious copy of one of the best films ever made , how could it not be ?",1
561,But it is entertaining on an inferior level .,3
562,"It is a popcorn film , not a must-own , or even a must-see .",1
563,Succeeds only because Bullock and Grant were made to share the silver screen .,2
564,"Both flawed and delayed , Martin Scorcese 's Gangs of New York still emerges as his most vital work since GoodFellas .",2
565,"As any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death .",2
566,"On that score , the film certainly does n't disappoint .",4
567,"As the movie traces Mr. Brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times .",4
568,A moving and solidly entertaining comedy\/drama that should bolster director and co-writer Juan José Campanella 's reputation in the United States .,4
569,"Thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .",4
570,"Beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour .",4
571,A macabre and very stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .,3
572,A stylistic romp that 's always fun to watch .,4
573,"Informative , intriguing , observant , often touching ... gives a human face to what 's often discussed in purely abstract terms .",4
574,"... once the true impact of the day unfolds , the power of this movie is undeniable .",4
575,"An honest , sensitive story from a Vietnamese point of view .",4
576,"A buoyant romantic comedy about friendship , love , and the truth that we 're all in this together .",3
577,The film 's intimate camera work and searing performances pull us deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them .,4
578,"It 's the perfect star vehicle for Grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona .",3
579,"Gaunt , silver-haired and leonine , ( Harris ) brings a tragic dimension and savage full-bodied wit and cunning to the aging Sandeman .",3
580,A disturbing examination of what appears to be the definition of a ` bad ' police shooting .,2
581,It 's been made with an innocent yet fervid conviction that our Hollywood has all but lost .,2
582,"Not only a reminder of how they used to make movies , but also how they sometimes still can be made .",3
583,A three-hour cinema master class .,3
584,Eyre is on his way to becoming the American Indian Spike Lee .,3
585,"A witty , whimsical feature debut .",3
586,"Warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message .",4
587,I loved this film .,4
588,"It provides a grim , upsetting glimpse at the lives of some of the 1.2 million Palestinians who live in the crowded cities and refugee camps of Gaza .",2
589,"Clint Eastwood 's Blood Work is a lot like a well-made PB & J sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same .",3
590,"A movie that will surely be profane , politically charged music to the ears of Cho 's fans .",3
591,Much of this slick and sprightly CGI feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings .,3
592,"Rarely , a movie is more than a movie .",3
593,Go .,2
594,Jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .,3
595,"Quitting delivers a sucker-punch , and its impact is all the greater beause director Zhang 's last film , the cuddly Shower , was a non-threatening multi-character piece centered around a public bath house .",2
596,"By not averting his eyes , Solondz forces us to consider the unthinkable , the unacceptable , the unmentionable .",3
597,"One Hour Photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin .",1
598,"While general audiences might not come away with a greater knowledge of the facts of Cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .",4
599,A fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,4
600,"Birthday Girl lucks out with Chaplin and Kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns .",3
601,An interesting look behind the scenes of Chicago-based rock group Wilco ...,3
602,Sharp edges and a deep vein of sadness run through its otherwise comic narrative .,3
603,There 's lots of cool stuff packed into ESPN 's Ultimate X.,3
604,"Rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle",3
605,The Ya-Ya 's have many secrets and one is - the books are better .,0
606,Translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be Ya-Ya .,3
607,"The touch is generally light enough and the performances , for the most part , credible .",3
608,"I liked About Schmidt a lot , but I have a feeling that I would have liked it much more if Harry & Tonto never existed .",3
609,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a \*\* holes .,2
610,That Storytelling has value can not be denied .,4
611,"Not even Solondz 's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it .",1
612,"Once the downward spiral comes to pass , Auto Focus bears out as your typical junkie opera ...",1
613,A knowing sense of humor and a lot of warmth ignite Son of the Bride .,4
614,"A rich tale of our times , very well told with an appropriate minimum of means .",3
615,"The characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life .",4
616,"In all fairness , I must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks .",3
617,"As gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an Asian landscape painting .",4
618,"Efficient , suitably anonymous chiller .",3
619,"Gorgeous scenes , masterful performances , but the sickly sweet gender normative narrative left an acrid test in this gourmet 's mouth .",2
620,The hot topics of the plot are relegated to the background -- a welcome step forward from the Sally Jesse Raphael atmosphere of films like Philadelphia and American Beauty .,3
621,"It 's usually a bad sign when directors abandon their scripts and go where the moment takes them , but Olympia , Wash. , based filmmakers Anne de Marcken and Marilyn Freeman did just that and it 's what makes their project so interesting .",3
622,"A memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill .",3
623,"Executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted Scrooge could fail to respond .",4
624,The gentle comic treatment of adolescent sturm und drang should please fans of Chris Fuhrman 's posthumously published cult novel .,3
625,Director Claude Chabrol has become the master of innuendo .,3
626,"It is not what you see , it is what you think you see .",2
627,"A deftly entertaining film , smartly played and smartly directed .",4
628,A documentary to make the stones weep -- as shameful as it is scary .,1
629,I hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,4
630,A thought-provoking look at how Western foreign policy - however well intentioned - can wreak havoc in other cultures .,2
631,"Asks what truth can be discerned from non-firsthand experience , and specifically questions cinema 's capability for recording truth .",3
632,"The journey to the secret 's eventual discovery is a separate adventure , and thrill enough .",3
633,"A quiet , disquieting triumph .",3
634,Darkly funny and frequently insightful .,4
635,"... the tale of her passionate , tumultuous affair with Musset unfolds as Sand 's masculine persona , with its love of life and beauty , takes form .",3
636,"If you want to see a train wreck that you ca n't look away from , then look no further , because here it is .",2
637,There 's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,4
638,"The search for redemption makes for a touching love story , mainly because Blanchett and Ribisi compellingly tap into a spiritual aspect of their characters ' suffering .",4
639,A film of ideas and wry comic mayhem .,3
640,"At its worst the screenplay is callow , but at its best it is a young artist 's thoughtful consideration of fatherhood .",2
641,"A worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .",3
642,Fessenden 's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,3
643,That the film opens with maggots crawling on a dead dog is not an out of place metaphor .,1
644,"Stanley Kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe .",4
645,"The concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers .",3
646,Norton holds the film together .,2
647,"( There 's ) quite a bit of heart , as you would expect from the directors of The Little Mermaid and Aladdin .",3
648,You wo n't have any trouble getting kids to eat up these Veggies .,3
649,A creaky staircase gothic .,2
650,"Enjoyably dumb , sweet , and intermittently hilarious -- if you 've a taste for the quirky , steal a glimpse .",3
651,A movie that sends you out of the theater feeling like you 've actually spent time living in another community .,3
652,"Light-years ahead of paint-by-number American blockbusters like Pearl Harbor , at least artistically .",4
653,A fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the New Age .,4
654,Isabelle Huppert excels as the enigmatic Mika and Anna Mouglalis is a stunning new young talent in one of Chabrol 's most intense psychological mysteries .,4
655,"Perhaps not since Nelson Eddy crooned his Indian Love Call to Jeanette MacDonald has there been a movie so unabashedly Canadian , not afraid to risk American scorn or disinterest .",2
656,Wedding feels a bit anachronistic .,0
657,"Still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin .",2
658,"It 's still a comic book , but Maguire makes it a comic book with soul .",3
659,"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",4
660,"An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .",4
661,"A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame finally lies with Kissinger .",4
662,Should be required viewing for civics classes and would-be public servants alike .,3
663,Adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .,4
664,A polished and vastly entertaining caper film that puts the sting back into the con .,3
665,"It 's no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke .",4
666,"... while each moment of this broken character study is rich in emotional texture , the journey does n't really go anywhere .",1
667,"The film gets close to the chimps the same way Goodall did , with a serious minded patience , respect and affection .",3
668,It 's an often-cute film but either needs more substance to fill the time or some judicious editing .,2
669,This may be Burns 's strongest film since The Brothers McMullen .,4
670,What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .,4
671,It 's Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .,4
672,"It is OK for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged .",3
673,"Though not for everyone , The Guys is a somber trip worth taking .",2
674,"A sly female empowerment movie , although not in a way anyone would expect .",3
675,"You really have to salute writer-director Haneke ( he adapted Elfriede Jelinek 's novel ) for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch .",2
676,"It 's a wonderful , sobering , heart-felt drama .",4
677,Runs on the pure adrenalin of Pacino 's performance .,4
678,The Paradiso 's rusted-out ruin and ultimate collapse during the film 's final ( restored ) third ... emotionally belittle a cinema classic .,0
679,Sometimes shorter is better .,2
680,"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American .",3
681,"The film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .",4
682,"As a vehicle to savour Binoche 's skill , the film is well worthwhile .",4
683,"The huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .",3
684,"Whatever complaints I might have , I 'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like Antwone Fisher or The Emperor 's Club any time .",3
685,"Mastering its formidable arithmetic of cameras and souls , Group articulates a flood of emotion .",3
686,"A pretty decent kid-pleasing , tolerable-to-adults lark of a movie .",3
687,"Even during the climactic hourlong cricket match , boredom never takes hold .",3
688,Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't Hollywood think of this sooner ?,3
689,"Like Kubrick , Soderbergh is n't afraid to try any genre and to do it his own way .",3
690,Nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin .,3
691,"If the film has a problem , its shortness disappoints : You want the story to go on and on .",3
692,"Unlike most anime , whose most ardent fans outside Japan seem to be introverted young men with fantasy fetishes , Metropolis never seems hopelessly juvenile .",3
693,The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .,3
694,"The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood .",4
695,"Like its New England characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .",3
696,"The Bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .",4
697,"Flamboyant in some movies and artfully restrained in others , 65-year-old Jack Nicholson could be looking at his 12th Oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary .",4
698,"... is there a deeper , more direct connection between these women , one that spans time and reveals meaning ?",2
699,You bet there is and it 's what makes this rather convoluted journey worth taking .,2
700,The most amazing super-sized dosage of goofball stunts any `` Jackass '' fan could want .,4
701,"Real Women may have many agendas , but it also will win you over , in a big way .",4
702,"Young Everlyn Sampi , as the courageous Molly Craig , simply radiates star-power potential in this remarkable and memorable film .",4
703,Surprisingly powerful and universal .,4
704,"Apart from its own considerable achievement , Metropolis confirms Tezuka 's status as both the primary visual influence on the animé tradition and its defining philosophical conscience .",2
705,"I 'll put it this way : If you 're in the mood for a melodrama narrated by talking fish , this is the movie for you .",2
706,"Morvern Callar confirms Lynne Ramsay as an important , original talent in international cinema .",4
707,Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .,3
708,"A plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households .",3
709,It 's technically sumptuous but also almost wildly alive .,4
710,This film puts Wang at the forefront of China 's Sixth Generation of film makers .,4
711,it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4
712,"Wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse .",3
713,There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent .,4
714,An ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .,3
715,Arguably the best script that Besson has written in years .,4
716,It 's no lie -- Big Fat Liar is a real charmer .,4
717,"Invigorating , surreal , and resonant with a rainbow of emotion .",4
718,"Director Alfonso Cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of French New Wave films .",3
719,Pray has really done his subject justice .,3
720,An unexpectedly sweet story of sisterhood .,3
721,Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .,3
722,"A subtle , humorous , illuminating study of politics , power and social mobility .",3
723,"Even if you have no interest in the gang-infested , East-vs .",2
724,"- West Coast rap wars , this modern mob music drama never fails to fascinate .",3
725,"Nair 's attention to detail creates an impeccable sense of place , while Thurman and Lewis give what can easily be considered career-best performances .",4
726,"Berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` Die Another Day '' one of the most entertaining Bonds in years",4
727,"Red Dragon is less baroque and showy than Hannibal , and less emotionally affecting than Silence .",2
728,"But , like Silence , it 's a movie that gets under your skin .",1
729,Caviezel embodies the transformation of his character completely .,3
730,"A creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy .",3
731,"Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .",4
732,What results is the best performance from either in years .,4
733,The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael .,4
734,"Béart and Berling are both superb , while Huppert ... is magnificent .",4
735,"All the actors are good in Pauline & Paulette but van der Groen , described as ` Belgium 's national treasure , ' is especially terrific as Pauline .",2
736,"Miyazaki has created such a vibrant , colorful world , it 's almost impossible not to be swept away by the sheer beauty of his images .",4
737,"Muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .",3
738,"But even while his characters are acting horribly , he is always sympathetic .",3
739,"Whether or not you buy Mr. Broomfield 's findings , the film acquires an undeniable entertainment value as the slight , pale Mr. Broomfield continues to force himself on people and into situations that would make lesser men run for cover .",3
740,Ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled .,2
741,"... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .",4
742,"I 've never seen or heard anything quite like this film , and I recommend it for its originality alone .",4
743,Nicole Kidman makes it a party worth attending .,4
744,"The direction has a fluid , no-nonsense authority , and the performances by Harris , Phifer and Cam ` ron seal the deal .",3
745,The Komediant is a tale worth catching .,3
746,The writing is clever and the cast is appealing .,4
747,The simplicity of The Way Home has few equals this side of Aesop,2
748,Life on the rez is no picnic : this picture shows you why .,2
749,Spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .,3
750,"It 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least .",3
751,"A taut , sobering film .",4
752,Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza .,4
753,"It 's full of cheesy dialogue , but great trashy fun that finally returns De Palma to his pulpy thrillers of the early '80s .",3
754,"The results , if not memorable , are at least interesting .",2
755,A quietly moving look back at what it was to be Iranian-American in 1979 .,3
756,"Like a veteran head cutter , Barbershop is tuned in to its community .",3
757,"I 'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of Woolf and Clarissa Dalloway , The Hours represents two of those well spent .",3
758,You live the mood rather than savour the story .,3
759,"Angela Gheorghiu as famous prima donna Floria Tosca , Roberto Alagna as her lover Mario Cavaradossi , and Ruggero as the villainous , lecherous police chief Scarpia , all sing beautifully and act adequately .",3
760,"While there are times when the film 's reach exceeds its grasp , the production works more often than it does n't .",3
761,"While Scorsese 's bold images and generally smart casting ensure that `` Gangs '' is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about .",1
762,"Watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .",3
763,The beautifully choreographed kitchen ballet is simple but absorbing .,3
764,There 's ... an underlying Old World sexism to Monday Morning that undercuts its charm .,1
765,`` The best Disney movie since the Lion King '',4
766,"Transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the X into the games .",4
767,"Think of it as Gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch .",4
768,"There is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .",1
769,Giggling at the absurdities and inconsistencies is part of the fun .,3
770,"But the talented cast alone will keep you watching , as will the fight scenes .",4
771,Arteta paints a picture of lives lived in a state of quiet desperation .,3
772,"Drug abuse , infidelity and death are n't usually comedy fare , but Turpin 's film allows us to chuckle through the angst .",3
773,"While Insomnia is in many ways a conventional , even predictable remake , Nolan 's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth .",3
774,"Efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .",3
775,"This is a nicely handled affair , a film about human darkness but etched with a light ( yet unsentimental ) touch .",3
776,Amazing !,4
777,"A college story that works even without vulgarity , sex scenes , and cussing !",3
778,The amazing film work is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others .,3
779,A raunchy and frequently hilarious follow-up to the gifted Korean American stand-up 's I 'm the One That I Want .,3
780,"If you ever wanted to be an astronaut , this is the ultimate movie experience - it 's informative and breathtakingly spectacular .",4
781,"While Parker and co-writer Catherine di Napoli are faithful to Melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any English Lit major would have thought possible .",4
782,"A smart , sassy and exceptionally charming romantic comedy .",4
783,"There are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why .",3
784,A gift to anyone who loves both dance and cinema,3
